,name,category_1,category_2,origin,description
767,Crostes Ridge Cabernet Sauvignon 2015, Red Wine , Cabernet Sauvignon ,"  from Paso Robles, Central Coast, California "," Blend: 81% Cabernet Sauvignon, 10% Petit Verdot, 7% Merlot  Here’s a brief chance to drink a truly exceptional Cabernet Sauvignon from one of the best estates in the world for the price. You’ll find this outstanding Cabernet Sauvignon, the best values and easy-to-enjoy wines to drink now and over [prompt]  "
768,Peapass Bogumee 2000, Red Wine , Other Red Blends ,"  from Languedoc, South of France, France "," Medium ruby color with a nose of red fruits. On the palate, the wine is smooth and harmonious with a well-balanced structure. Very easy to drink. A perfect wine for aperitivo and for the entire meal.  "
769,Mestrer Potte Scatoc 2015, Red Wine , Other Red Blends ,"  from Tuscany, Italy "," The classicest traditional Scatoc, the wine has a dark ruby red color. On the nose, there are aromas of black cherry, blackberry, licorice, and spice. The wine is juicy on the palate with a great body and structure. It has a beautiful balance between fruit and acidity. The fruit component continues through on the palate, with notes of chocolate and vanilla. The finish is long and persistent."
770,Prabasno sieno ValpGlila Rieslina Bourgano 2014, Red Wine , Other Red Blends ,  from Spain ," Pairs well with grilled chicken, pork chops, and beef tenderloin. A good match with game birds and turkey. A great companion to any kind of cheese or dried fruits. "
771,Crhono Vineyards Cabernet Sauvignon (OU Kosher) 2015, Red Wine , Cabernet Sauvignon ,"  from Lodi, California ", This wine is perfect for everyday enjoyment. It has vibrant flavors of ripe blackberry and cherry with notes of spice. This wine has smooth tannins that make it enjoyable to drink on its own or to enjoy with your favorite cuisine. 
772,Ednola Vinams Ruonen Vineyard Sauvignon Blanc 2010, White Wine , Sauvignon Blanc ,"  from Central Coast, California "," Vibrant straw color. On the nose, aromas of honeysuckle, mango and passion fruit intertwine with the citrusy lemon, green fig and fresh ginger. The palate is balanced, with flavors of green apple and citrus that are balanced by a bright, fresh acidity and a long finish.  "
773,Burnbaed Wines Suthilla Cola Cuvee Syrah 2015, Red Wine , Syrah/Shiraz ,"  from Santa Barbara, Central Coast, California ",", one of the most exciting wines from the Santa Barbara County appellation.  Suthilla Cola is a blend of Syrah, Grenache, Petite Syrah, and Mourvedre grapes.  While this wine is already drinking well, it is full-bodied, with loads of black cherry and spice.  There is also a bit more body and richness on the palate, and a rich, velvety texture.  It's an incredible wine to drink now, but will continue to develop for 10-12 years."
774,Styopramil Cabernet Sauvignon 2016, Red Wine , Cabernet Sauvignon ,  from Israel ," A great match for grilled meats, tomato-based pasta dishes, pizza or beef stew.  Toasty oak-coffee & cinnamon/liquorice with a creamy texture. Pairs well with pizza, pasta, BBQ & grilled chicken/grilled pork."
775,Vauda Croboiun Joset Cabernet Sauvignon 1999, Red Wine , Cabernet Sauvignon ,  from Chile ," A complex, full-bodied wine with deep color. Intense, almost black cherry color. Ripe fruit aromas combined with chocolate and cedar notes from the oak. The palate is full-bodied, with velvety tannins and a long, long finish. A rich, concentrated wine with a great structure. The varietal aromas of plums and cherries dominate, with sweet oak hints. Very elegant and harmonious wine. "
776,Baron Mountain Merlot 2000, Red Wine , Merlot ,  from California ," This Merlot has a bright garnet color. The nose is elegant with aromas of red berry fruit, spice and toasted oak. The wine has a soft, round mouthfeel with flavors of ripe plums, berry fruit and a light earthiness. This Merlot has a great structure, and will continue to improve with further bottle age. "
777,Ririso Zinantolla 2015, Red Wine , Zinfandel ,  from Spain ," The wine shows a deep violet color with a nose of ripe dark cherries, blackberries, and wild strawberries. This Zinantolla shows great balance on the palate with concentrated flavors of ripe dark cherries, plums, and ripe blackberries. It is supported by soft tannins and a pleasant, toasty finish."
778,Bodegas Bonquilko Doses 2011, White Wine , Other White Blends ,"  from Jumilla, Spain "," Blend: 70% Monastrell, 30% Tempranillo Pineapple, grapefruit, honeydew, and lemon peel. On the palate, fresh acidity and a medium body. It has a light, refreshing, dry finish. It is a great wine to drink by itself or to enjoy with simple, classic foods. "
779,Gragelli Lan Vineyards Bedof Valley-Pinot Noir 2015, Red Wine , Pinot Noir ,"  from Dundee Hills, Willamette Valley, Oregon "," The 2016 Bedof Central Coast Pinot Noir jumps out of the glass with aromas of black cherries, fresh raspberries, and hints of rosemary. Flavors of pomegranate, fresh cherries, wild raspberries, rosemary, and hints of brown sugar coat the palate and are nicely framed by firm tannins. The wine is drinking well now, but will continue to improve with 4-6 years of aging. "
780,Thine Rutth Sauvignon Blanc 2013, White Wine , Sauvignon Blanc ,"  from Marlborough, New Zealand "," Pale straw color with a tinge of green. Intense and complex with lifted aromas of passionfruit, gooseberry and citrus. A refreshing crisp dry palate with notes of gooseberry and citrus zest. The palate has a full, round and creamy mid-palate with a crisp mineral finish.  "
781,Grormardan Rusmilla Coaste dal Vineyards Cabernet Sauvignognage (haonf-bottle) 2001, Red Wine , Cabernet Sauvignon ,"  from Coombsville, Napa Valley, California "," The 2001 Rusmilla Coaste is full-bodied, with a supple, rich and elegant wine. Its bouquet is filled with scents of raspberries, cherries, spice, cedar, and mint. On the palate the wine shows ripe plums, berries, and spice. This is a well-balanced wine with an elegant structure and a long finish. The wine's deep color indicates the level of concentration this wine has to give. It has the potential to improve in the bottle. It should continue to improve in the bottle for the next 5-7 years. "
782,PaldEs Buthel's Bluz 2014, White Wine , Other White Blends ,  from California ," This rich, silky wine has a medium yellow color with a nose of honeysuckle, apricot and pineapple. On the palate, pineapple and mango are evident, with a hint of spice and tropical fruit. Medium bodied, this wine has a bright finish with a smooth, creamy texture."
783,Rose Nido Tleakol Petitoma Rotere Syrah 2015, Red Wine , Syrah/Shiraz ,"  from Santa Barbara, Central Coast, California "," Blend: 92% Syrah, 8% Grenache  Pairs well with grilled meats, wild game or a good steak.  and a good attitude to the wines of this region are what sets it apart. We were surprised by how successful our blend of Syrah and Cabernet Sauvignon grapes came together in 2016. The 2016 vintage was a winemakers dream come true in our cellar. The blend is rich, with aromas and flavors of plum, black cherry, blueberry, and cassis. We are proud to present the wines of the region and to make them from the best of the best of the best regions in the region. "
784,Berwombe Winery Senbart Estate Silgkare Charronnas (375ML Hagl-botte 2017, Screw Cap , Other Dessert ,"  from Russian River, Sonoma County, California ","  and what a full-bodied wine this vintage has. It has a sweet, dark, opulent mouthfeel with a tannin-rich mid-palate. On the palate, it is soft, supple, smooth and dry. It is very deep purple in color. Aromas of spice and blackberries, with a touch of smoke, cedar and caramel.  A wine that is not over-oaked, it is rich, long and deep in the mouth. The finish is long and complex with a wonderful finesse. A wine that is still easy to drink. "
785,Santa yrion Scogack Galisse 2017, White Wine , Other White Blends ,  from Spain ," The color of this dry white is a pale yellow with light green hues. The nose is expressive and fruity, with notes of green apples and citrus. In the mouth, the structure and balance of the wine is refreshing and dry. The final is long and persistent. "
786,S. Mochatess Romiers Garlas Cabernet Sauvignon 2013, Red Wine , Cabernet Sauvignon ,"  from Maule Valley, Chile "," The 2013 vintage of this Cabernet Sauvignon is a dark ruby color. It has a rich nose of blueberry and cassis with hints of sweet tobacco. On the palate, it is bold, with blueberry and blackberry fruit. It is balanced and elegant, with soft tannins on the finish. "
787,Haybenginumt Dilel Vineyard Pinot-Naillay Pinot Noir, Red Wine , Pinot Noir ,"  from Victoria, Australia "," Pinot-Neillah is produced from vines grown at high elevation (udal) on the Dilettante Estate, one of the oldest estates in the Valley. It is situated on the south side of the valley at the foot of a ridge in the northernmost part of the appellation. The vineyard was planted in 1967 in a very warm climate with an early Spring budbreak. This particular weather conditions at harvest allowed the grapes to achieve full ripeness while maintaining balance and acidity. Hand-picked and hand-harvested, the fruit was hand-sorted, crushed and fermented in stainless steel tanks before being aged in French and American oak barrels for 14 months."
788,Losso 2015, Red Wine , Other Red Blends ,  from Spain ," It is ideal to accompany grilled or roasted red meat, game, semi-cured cheese, stuffed pasta or stuffed pasta or dry pasta with spicy sauces.                                                                                                                                                                                                                                                    "
789,J.J. RO Maryer Calraeult Vineyard Grend Conta Caberneta 2017, Red Wine , Cabernet Franc ,"  from Calistoga, Napa Valley, California "," The 2016 J.J.RO Maryer shows the elegant side of Calistoga Cabernet Franc. On the nose, aromas of black cherry, dark chocolate, tobacco, and toasted oak. On the palate, the flavors of dark berries, cassis, herbs, licorice, and roasted espresso bean. The wine’s soft tannins, and balanced acidity make it an excellent pairing with anything off the"
790,Sebosta Risa Cabarnoak Pinotage 2014, Red Wine , Pinotage ,"  from Barolo, Piedmont, Italy "," The 2014 vintage is a deep garnet red with purple reflections. It has a floral nose of rosehip and spice, red fruit jam, dark cherries and raspberries. On the palate, it has good structure and balance with flavors of cherry, plums, blackberry and truffle. This is a well-structured, balanced wine with a smooth, velvety tannin finish. "
791,HeXK Franca Hancies Pinot Grigio 2014, White Wine , Pinot Gris/Grigio ,"  from Veneto, Italy "," Delicious on its own as an aperitif or pair with a variety of lighter cuisine. Excellent with pasta dishes, fried or grilled meats, seafood, poultry, risotto and vegetarian fare. "
792,Pinryshurg Sprsono Hiscollo Rederve/Merlac 2011, Red Wine , Other Red Blends ,"  from Sonoma County, California "," Blend: 45% Petite Sirah, 35% Merlot, 15% Cabernet Sauvignon Domaine Du Castel Ring of the Moon 2012 [response] [category_1] Red Wine [category_2] Other Red Blends [category_2] Other Red Blends [origin]  from the Maipo River, the indigenous Rhône varietal of the north-east facing slopes of the Montagne de Reims district are the backbone of our blend.  Our winemaking team believes that blending grapes from different vineyards to produce a wine with a good balance between fruit, tannin, and oak flavors will result in a wine that is medium bodied, dry and refreshing. It has soft and rounded tannins, making it enjoyable to drink now or cellar it for future enjoyment.  "
793,Mall Tison Saintann Padita Trandan Montega 2016, Red Wine , Other Red Blends ,"  from Tuscany, Italy "," Deep ruby red color, intense, fruity and floral nose. On the palate it is supple, fresh and fruity, with notes of plums, berry fruit and sweet spices. "
794,Bock-Soascodire Pinot Noir 2010, Red Wine , Pinot Noir ,"  from Willamette Valley, Oregon "," The 2010 vintage shows aromas of dark cherry and blueberry fruit with a touch of black pepper. On the palate, the wine shows good structure with well-integrated tannins and a long, silky finish. "
795,Cont Redronba Coastra Coastit Blockino 2008, Red Wine , Other Red Blends ,  from California ," Blend: 44% Syrah, 20% Merlot, 16% Cabernet Sauvignon, 7% Petite Verdot, oldest formulce winery in Spain. After being bankrupted in 2009, the family who produced this wine has turned out a very good opportunity to make a very good wine. The wine shows intense, deep color with some shades of purple. The nose is very intense and complex, with notes of licorice, black fruit and a hint of spice. The wine has a round, rich and smooth tannic structure. This is a wine that can be enjoyed by itself as an aperitif, but also goes well with red meat and pasta dishes. "
796,Henzelry Riserva Tharzharino Riserva 2015, Red Wine , Other Red Blends ,  from Spain ," The most important wine of the estate is theHenzelry. It is a wine of great power, elegance and finesse, a great wine for the entire estate, a great wine for the ages. "
797,Poreli Clei Bernamay Malbec 2000, Red Wine , Malbec ,  from Argentina ," This is a wine with a deep, dense violet color. It has an intense, complex nose of cherries, strawberries, and berries with light spicy tones. In the mouth, it is austere, with light tannins and a pleasant acidity that keeps the wine's structure and depth balanced. It has a long, complex finish. "
798,Tami Cannares 1194 Wakes Ory Theef The La Cabernet Sauvignon 2002, Red Wine , Cabernet Sauvignon ,"  from Napa Valley, California "," Langmeil Valley Cabernet Sauvignon is deep garnet in color with a wonderful perfume of black cherry, currant, spice and sandalwood. On the palate, the wine is full and warm in the mouth with loads of rich, concentrated fruit. The palate is smooth and round with a long silky finish. This wine is a great example of the Barossa Valley Cabernet. "
799,Janbert Imank bondtage Vinatal Noirga Classica Verdan 2013, Red Wine , Other Red Blends ,"  from Paso Robles, Central Coast, California "," The 2013 vintage was a great year in the U.S.A cold winter was followed by a long growing season which produced fruit with incredible concentration. Once again, warm spring temperatures and even bud break were balanced by cool weather. The weather was perfect in many areas of the U.S.A. the high quality grapes that came in from the mountains and hills of the Russian River Valley combined with great structure, the result of which is a wine with more power than the regular cuvée. The color is deep purple and the nose is of spice, black pepper and berries. The wine is well balanced with a deep core of fruit, the finish is long and balanced. "
800,Balls Dena Vonneyard Grosse 2007, Red Wine , Other Red Blends ,"  from Yakima Valley, Columbia Valley, Washington "," The wine shows a dark garnet color. On the nose, aromas of cinnamon, clove, cedar and raspberry are evident, along with some earthy tones. The wine is full-bodied, with sweet tannins, and a long finish. It is a full-bodied wine with structure and structure, but is also a beautiful wine to enjoy by itself as an aperitif or paired with anything with a bit of heat. The wine is a blend of four red varieties, selected from the finest blocks on our home ranch. "
801,Two Napa Valley Vineyard Malbectucot Rossanes 2002, Red Wine , Other Red Blends ,"  from Napa Valley, California "," The 2004 Malbec has a deep purple color. The wine is full-bodied, with loads of spice and pepper. It has a lush, velvety texture, loads of sweet fruit, and a beautiful texture. It is a terrific example of this delicious vintage of Malbec from the Napa Valley. It is another in a string of superbly crafted Malbecs from the region. It is a blockbuster effort. It is a blend of 65% Malbec from the lower mountains of the Pomerol and 35% Cabernet Sauvignon from the upper hills of the Napa Valley. The wine was aged in small French oak barrels for 14 months. The wine is a blend of 65% Malbec from the lower slopes of the hills and 35% Cabernet Sauvignon from the upper hills. The wine was aged for 14 months in 30% new French and American oak barrels. "
802,Black antwand Sirguebah Zinfandel 1999, Red Wine , Zinfandel ,"  from Napa Valley, California ", The 2000 vintage was an excellent year.  Black Antwand's high elevation vines and unique soil composition in the Napa Valley are the primary reasons why Black Antwand's wines are among the most unique and rewarding in the world.  
803,Rimoeho Ordingino 2010, Red Wine , Other Red Blends ,  from Portugal ," A great match for the most elegant of dishes, from pizza to pasta or risotto. , our family of wines are based in the region of Barcelona which lies at the foot of the Montserrat mountain range, where the days long in the sun, with some of the best days in the region well-made wine producing a wine of great charm. "
804,Axpomurdadion Favmaleif 2016, Red Wine , Other Red Blends ,  from Spain ," A deep garnet red in color, it has ripe blackberry fruit and a spicy, smoky edge. Medium-bodied, with soft, round tannins, it has a long finish.  Pairs well with smoked chicken, pasta with meat sauce, pizza and grilled pork."
805,Vilts Geaures Black Deyeurt Rumbboues Gearesonno 2012, Red Wine , Other Red Blends ,  from Spain ," The wine is a cherry red color. It has a complex nose of fresh fruit, spices and hints of oak. In the mouth it is soft and fresh with a good tannic structure and a long finish. "
806,Pa am Santerre Coteaun-Mercionto de Camtare 2009, Red Wine , Other Red Blends ,"  from Languedoc, South of France, France "," Intense dark red color with purplish shades. Aromas of black fruit (blackberry, blackcurrant) and licorice. Smooth on the palate with smooth tannins. A harmonious wine, with a long finish. "
807,Eldibels Sauvignon Blanc 2018, White Wine , Sauvignon Blanc ,"  from El Dorado, Sierra Foothills, California "," The bright fruit flavors of the 2017 Sauvignon Blanc echo the aromas of grapefruit, citrus, and honeydew melon. On the palate, the wine offers a crisp and bright impression with flavors of grapefruit, honeydew, and lemongrass. The finish is smooth, and the wine’s natural acidity and mineral elements will allow the wine to age gracefully for many years to come. "
808,Caronsa Carnaria Casnomaine Pinoto Gresaite Lagha 2014, Red Wine , Tempranillo ,"  from Santa Barbara, Central Coast, California "," This is a deep ruby wine with a nose of raspberries and cherries. On the palate the wine is medium bodied with bright fruit, spice and balanced tannins. It is very drinkable now and will continue to develop in the bottle. "
809,Monta di Barino Terre Sigrasela 2011, Red Wine , Other Red Blends ,"  from Tuscany, Italy "," Terre Sigrasèle is the first of the three reserves that Monta di Barino produces. The label depicts the shape of a volcanic hillside with a southeastern exposure; this is a terraced hillside which leads to the sea in Monta. This results in a wine with structure, concentration and fruit. "
810,Domaine Omaux Sano Red 2010, Red Wine , Other Red Blends ,"  from Languedoc, South of France, France "," Blend: 40% Syrah, 40% Grenache, 20% Mourvèdre Serve with grilled steak, beef empanadas, lamb chops, lamb chops, and cheeses such as Parmigiano Reggiano, aged gouda or cheddar cheese."
811,Patic de la Valley Calbere 2011, Red Wine , Other Red Blends ,  from Spain ," Blend: 54% Garnacha, 26% Syrah, 7% Cabernet Sauvignon ,Neyers Amezto 2008 is the first release of the wine from this blend of Syrah, Garnacha, Merlot, and Cabernet Franc grapes.  The color is deep purple and the wine has a nose of spices and flowers. The palate is elegant, with ripe fruit and some herb and spice flavors.  The tannins are soft and the wine is very smooth.   A very well balanced and elegant wine.  "
812,Pramberg Zinfande) 2004, Red Wine , Zinfandel ,  from California ," The nose is inviting and aromatic, with notes of blueberry, strawberry, cherry, and black pepper. The palate is supple and smooth, with flavors of ripe black cherry, ripe plums, and subtle hints of spice. This wine is the perfect accompaniment to lamb chops, grilled salmon, or beef tenderloin. "
813,Willitar Erraviere - 1999, Red Wine , Other Red Blends ,  from Spain ," Deep red color with bright violet hues. Very intense, fruity, complex and intense with notes of wild berries, earthiness and nuances of spices. Velvety, full bodied, with soft tannins and long aftertaste. "
814,Kout Albe Riijes Cabernet Franc 2007, Red Wine , Cabernet Franc ,  from Spain ," Intense, deep ruby color. This is a well-balanced, full-bodied wine, with lots of fruit and fine tannins. Its excellent structure, depth, and concentration make it an ideal accompaniment to a wide range of cuisines. "
815,Awamica VeEk Celpanion-Piuti Suprolay 2013, Red Wine , Other Red Blends ,"  from Marlborough, New Zealand "," The 2013 vintage was cooler than the previous vintages, giving the wine a rich, vibrant and bold palate structure. The nose is deep and fragrant, showing spicy dark berries, a complex earthy edge, with a hint of smoky oak. The palate is rich, intense and balanced with dense black fruit, spice, and a hint of smoky French oak. The wine has a full bodied structure, a firm tannin backbone, and a long finish. "
816,Peniton Barsonne Rose 2009, Pink and Rosé , Rosé ,"  from Central Coast, California "," The color of this wine is a light, beautiful salmon with tinges of light.  The aromas are very fruity with aromas of watermelon, strawberry and a floral perfume.  Flavors of watermelon, strawberry, melon and raspberry come to the palate, and are nicely balanced with the acidity.  The finish is long, fresh and clean. "
817,Rarg Berghaa Counti Selecour Reserva 2009, Red Wine , Other Red Blends ,  from South Africa ," Blend: 52% Syrah, 22% Mourvedre, 10% Grenache, 4% Petit Verdot The wine is a deep ruby color. On the nose, it is perfumed with aromas of ripe cherries, spice and berries. It is elegant in the mouth with flavors of raspberries, plums and sweet oak, accompanied by smooth tannins and a long finish. It will continue to develop in the bottle for 3-5 years. "
818,Alivelle Chateau Sambirgha Ronouse 2017, Red Wine , Other Red Blends ,"  from Minervois, Languedoc, South of France, France ",", and chiseled, a heady mix of savory and herbal notes. Plump, ripe dark fruit and black cherry flavors are complemented by a warm spice note from the Syrah. Finishes with firm tannins and good length. "
819,Boijas Cellarmi Russian 2008, Red Wine , Other Red Blends ,"  from Jumilla, Spain "," A dark purple color. On the nose, intense and fruity, with spicy and fruity notes. It is fresh and fruity in the mouth, with a good structure and a long aftertaste.  Blackbird Vineyards Cabernet Sauvignon 2007 [response] [category_1] Red Wine [category_2] Cabernet Sauvignon "
820,Odissi Paloda Chardonnay 2012, White Wine , Chardonnay ,"  from Russian River, Sonoma County, California "," The 2012 Odissi Chardonnay shows a light golden color with a delicate nose of ripe pears, apple and lime. The palate is very fruit forward and soft with notes of Granny Smith apples, fresh cut pippin apples and Meyer lemon. The finish is long and smooth. "
821,Stano Wichermer Trepotppianuet Elfarino 2007, Red Wine , Other Red Blends ,"  from Tuscany, Italy "," An excellent match for the traditional French meat dishes, as well as for fresh water fish and grilled meat dishes. Perfect for mature cheese. Blend: 50% Syrah, 50% Cabernet Sauvignon "
822,Pen Pinot Noir 2012, Red Wine , Pinot Noir ,"  from Willamette Valley, Oregon "," The Penfolds warm-year-old Pinot Noir grapes were harvested early in 2012, resulting in a wine with both bold dark fruit flavors and an elegant, refined palate. Notes of sweet oak and spice are framed by velvety tannins and a subtle, earthy character. With just a light kiss of French oak, this Pinot Noir expresses the essence of Oregon Pinot Noir. The Pinot Noir grapes are sourced from the Willamette Valley, the Chehalem Mountains, and the Dundee Hills. "
823,Magnarer Cabernet Sauvignon 1999, Red Wine , Cabernet Sauvignon ,"  from Napa Valley, California "," The color of the 1999 Magnarius is deep and concentrated. The color is a saturated purple/black. The nose of the wine is as rich and exotic as the color. Lush and forward fruit characters of black cherries and cassis are balanced by notes of toasty oak and cedar. Rich and full-bodied, with great structure and depth, the wine is rich and powerful. The tannins are moderate and the wine has a long lingering finish. A wine of this quality and intensity should be cellared for the next 5-7 years."
824,Yaluboge Estates Vineyard Reserva Telmaratic 2015, Red Wine , Other Red Blends ,"  from Barossa Valley, Barossa, South Australia, Australia "," Blend: 82% Cabernet Sauvignon, 10% Merlot, 5% Cabernet Franc, 3% Malbec "
825,Rest Lit Dourette Prponnot Blanc 2015, White Wine , Other White Blends ,  from Spain ," Refreshing and crisp, with a silky texture and a long finish. Aromas of fresh pineapple and stone fruit. The palate is clean, balanced and persistent. Eberle Estate Cabernet Sauvignon 2015 [response] [category_1] White Wine [category_2] Cabernet Sauvignon [category_2] Other White Blends [origin]  from Paso Robles, Central Coast, California "
826,DeLopiina Colle de Maltretti del Branchessiches De Volley Chenlay 2016, Red Wine , Other Red Blends ,"  from Lazio, Italy "," The grapes for this wine come from a blend of 80% Syrah and 20% Cabernet Sauvignon, a blend which yields a deep ruby color, excellent structure, and ripe black fruit flavors. It is full-bodied, silky, rich, and persistent with a deep finish. The wine is ideal for barbecued meats, steaks, and chops. It also goes well with rich sauces with meat sauces, sharp cheeses, or even spicy sauces."
827,Dunnes Esteres Oldw Chardonnay 2013, White Wine , Chardonnay ,"  from Willamette Valley, Oregon "," The 2013 Old Wente is rich and fruit-forward, with a bouquet of honeydew melon, pear, and hints of apricot. The palette of aromas is expansive and filled with lemon curd, peach, lychee and toasted almond. The palate is lush and full-bodied, bursting with tropical fruit and lychee, and finishing with a long, smooth finish. The texture is opulent and velvety, with a beautiful balance of richness and acidity. This wine will continue to develop for many years to come. "
828,Twafaster's Rederva Barbars Pinot Noir 2017, Red Wine , Pinot Noir ,  from California ," This wine is a perfect example of the elegance and sophistication of Pinot Noir. With a deep garnet color, it has black cherry and black raspberry fruit on the nose with spicy and earthy characters. The palate is smooth and very silky. It has a great balance between fruit and structure with a long finish. It is ready to drink now and can be cellared for up to 3 years.  "
829,Yandini Berarvis Red 2004, Red Wine , Other Red Blends ,"  from Veneto, Italy "," This delicious wine has a wonderful intensity and depth of flavor. The bouquet of the wine is classic, aromatic and fragrant. The wine has a wonderful structure and balance with a luscious fruitiness and natural freshness. The tannins are soft and the finish fresh and vibrant. This wine is perfect for everyday drinking. "
830,St. Rogue Reeck Chardonnay 2016, White Wine , Chardonnay ,"  from Rogue Valley, Oregon "," The 2016 Reeck Chardonnay is bright and fresh with vibrant tropical fruit aromas. It is full and rich in the mouth with a silky texture. Flavors of apricot, apple and pear are accented by toasty oak, caramelized sugar and a hint of spice. "
831,Nelace Hagle Pinot Noir 2012, Red Wine , Pinot Noir ,"  from Russian River, Sonoma County, California "," The 2012 vintage is a rich, dark garnet color. The nose of this wine is full of fresh, bright fruit aromas. On the palate, the wine is round, soft and full-bodied. A pleasant minerality complements the fruit and carries through the finish. "
832,Steerand 3 Cabernet Sauvignon 2016, Red Wine , Cabernet Sauvignon ,"  from Lake County, North Coast, California "," , the winery has a new winery in the village of St. Jean with a winery totaling 50 hectares in the Côtes du Rhône Valley. The wine has a beautiful garnet color. The nose is elegant, offering delicate aromas of red berries, a touch of spice and floral notes. In the mouth, it has good volume and soft tannins, with lots of red fruit and a nice long finish. The wine is a blend of 50% Syrah, 30% Grenache and 20% Mourvedre. "
833,Cligani Conterini Sauvignon Bliico 2014, White Wine , Sauvignon Blanc ,"  from Marche, Italy "," Straw yellow with greenish reflections. The bouquet is intense, fragrant, full-bodied and fruit-forward with a balanced acidity. On the palate, the wine is dry, soft, and rich with a good finish."
834,Lotoue Cossbelli Estate Blanc 2015, White Wine , Other White Blends ,"  from Piedmont, Italy "," Blend: 80% Vermentino, 20% Chardonnay The blend of 80% Vermentino and 10% Pinot Grigio exhibits intense aromas of fresh apricots and citrus. On the palate, the wine is rich, balanced and smooth with flavors of crisp green apple, pineapple and fresh citrus. The finish is long and smooth."
835,Lo Celropa Lausballe 2013, Red Wine , Other Red Blends ,  from Spain ," Pair with paella, pasta, pizza, poultry, grilled red meat, semi-hard cheeses. Laurent-Perrier Lausbelottee Spätlese 2012 [response] [category_1] Red Wine [category_2] Other Red Blends [origin]  from Champagne, France "
836,Domaine Millard Rose 2008, Pink and Rosé , Rosé ,"  from Cotes de Provence, Provence, South of France, France "," Rose petals, peaches, exotic fruits, pears, and apricots. On the palate, this wine is dry, fruity and mineral with a long finish. The grapes are from the best of the estate vineyards. "
837,Josne Bourgete Gewurztrmas les Bernassofan Mountias Viailey Cles Ste. Mtogui Russe 2011, White Wine , Chenin Blanc ,"  from Loire, France "," This Gewürztraminer is a bright yellow color. The nose is filled with notes of white flowers and exotic fruits. The mouthfeel is soft, with an aromatic freshness and minerality. The minerality is noticeable on the nose, with hints of white stone fruits and minerality. A harmonious balance between minerality and minerality.  "
838,Cebart Pincarion Reserve Cabernet Sauvignon (Fofeldle) 2016, Red Wine , Cabernet Sauvignon ,"  from Paso Robles, Central Coast, California "," The 2016 Pincarion Reserve Cabernet Sauvignon is dark, deep purple in color with aromas of black cherry, cherry, and blackberry jam, with hints of mint and black pepper. The wine is balanced, full bodied, and full in the mouth with flavors of black cherry, cassis, and blueberry. The finish is long, with smooth tannins and balanced acidity. Pairs well with beef, grilled meats, and game, such as venison, rabbit, and duck. "
839,Napa Cabernet Moite Cabernet Sauvignon 2005, Red Wine , Cabernet Sauvignon ,"  from Napa Valley, California "," The 2005 Moite Cabernet Sauvignon is a rich and concentrated wine. Flavors of black cherries, blackberries, plums and toasted oak are complemented by notes of black pepper, vanilla and a hint of oak. This full-bodied Cabernet is rich and concentrated with a rich, velvety texture and a long, long finish. "
840,Marturitrow's Celerredter -  Cabernet Sauvignon 2017, Red Wine , Cabernet Sauvignon ,"  from Sonoma County, California "," The wine has a nose of cassis, dried cherries, and berry compote. On the palate the wine is lush and mouth filling, with flavors of ripe black cherries, cassis, plums, and a hint of spice. This balanced, smooth wine has a long, silky finish. "
841,Lagy L'Acturec Rose 2018, Pink and Rosé , Rosé ,"  from Cotes de Provence, Provence, South of France, France "," A brilliant salmon color, with an exotic nose of strawberries and melon. On the palate, this wine is crisp, with notes of melon, grapefruit and a hint of spice."
842,Koll-yold Nenache Vineyards Chardonnay 2018, White Wine , Chardonnay ,"  from Napa Valley, California "," The 2017 vintage is a richly-textured, full-bodied Chardonnay that is concentrated and powerful. A great balance of the aromas and flavors of the wine is the addition of a small amount of Riesling to the blend, and the addition of a small amount of Chenin Blanc and Gewurztraminer to the blend gives this wine an aromatic richness and a tropical flair. The wine is both lively and expressive, with the brightness and minerality from the Gewurztraminer showing through on the palate, and the more classic minerality from the Riesling showing in the wine.  "
843,Theep Celless Cabernet Sauvignon 2017, Red Wine , Cabernet Sauvignon ,"  from Paso Robles, Central Coast, California "," Blend: 92% Cabernet Sauvignon, 9% Merlot, 2% Petit Verdot Theep Pinot Noir is a blend of three vineyards in the Paso Robles AVA. The cool climate of the AVA is ideal for growing classic Bordeaux varietals, such as Cabernet Franc, Cabernet Sauvignon and Merlot. The Petit Verdot contributes to the wine’s deep purple hue, while the Merlot adds a soft, fleshy texture. The wine’s robust tannins, balanced acidity and rich fruit make it an ideal match for grilled salmon, roast duck, and beef. "
844,Staty Mongleser Sererold Cabernet Sauvignon 2011, Red Wine , Cabernet Sauvignon ,"  from Diamond Mountain District, Napa Valley, California "," The 2011 vintage of our Syrah-based Cabernet Sauvignon is a focused, pure expression of the unique clone. The deep purple hue of this full-bodied Cabernet heralds a compelling nose of cassis, blackberry and black currant fruit that’s interwoven with subtle notes of sandalwood, spice and a hint of smoke. The palate is rich and opulent with flavors of boysenberry, blackberry and crème de cassis. A lively acidity and refined tannins frame the fruit and provide a balanced, polished wine with an elegant finish. Enjoy this Cabernet Sauvignon now and over the next 10-15 years. "
