,name,tokens,output,error_msg
10,Gigma Filt Oldra-Seliebluna Syrah 2012,"tensor([[50257,   220, 50258,   402, 13495,   376,  2326,  5706,   430,    12,
         48767,   494,  2436,  9613,  1632, 11392,  2321,   220, 50259,   220,
         50260,   366,  7738, 20447,     1,   220, 50261,  1632, 11392,    14,
          2484,   343,  1031,   220, 50262,   366,   422, 49301,    11,  8031,
             1,   220, 50263,   366,    47,   958,   351,  5916, 16759,    11,
         26296, 16759,    11,  6174, 16759,   351,   257,  1657, 10746,    11,
         34240,   393, 30490,  2266, 31804,    11,   290,  6174, 21591,   526,
           220, 50256,    13,   220, 50256, 16970,     1,   220, 50259,   366,
          5317,  1072, 43506,  2266,  3124,    13,  2558,  1072,   290, 12658,
           414,  9686,    11,   351, 19731,   292,   286,  2266,   290,  2042,
         15921,    11, 21382,  1678,    11, 27952,   290,   257,  9254,   286,
         13385,    13, 13398,    12, 45190,    11,   880,    12, 27753,   290,
           880,    12,  7249,  1522,    13,   220,   383, 44100,   318,  2705,
           290, 15497,    11,   351,  7209,   290,  2835,   256,  1236,  1040,
           526,   220, 50256, 50257]], device='cuda:0')"," [prompt] Gigma Filt Oldra-Seliebluna Syrah 2012 [response] [category_1] ""Red Wine"" [category_2] Syrah/Shiraz [origin] "" from Sicily, Italy"" [description] ""Pair with fish dishes, pasta dishes, meat dishes with a light sauce, grilled or roasted red peppers, and meatballs."".  achievements"" [response] ""Intense ruby red color. Intense and fruity nose, with aromas of red and black fruits, cherries, spices and a hint of pepper. Medium-bodied, well-balanced and well-structured.  The palate is soft and pleasant, with smooth and round tannins."" ",None
11,Grapurosso Cabernet Sauvigoz 2015,"tensor([[50257,   220, 50258,   402,  2416,  1434,    82,   568, 15976,  1142,
           316, 23167,    85,   328,  8590,  1853,   220, 50259,   220, 50260,
           366,  7738, 20447,     1,   220, 50261,   366,    34,   397,  1142,
           316, 23167,    85,   570,   261,     1,   220, 50262,   366,   422,
         17456,     1,   220, 50263,   366, 29744,    11,  6016, 43506,    12,
           445,   351,   257, 29696, 31242,    13,  3998,   290,  3716, 17361,
           351,  4713,  8234,    11,  4713, 25411,    11,   290,  6029, 27952,
            13,  1052,  2562,  7722,  8237,   326,   318,   257,  1049,  2872,
           329, 34240,   290, 30490, 32219,    11,   983,    11,   290,  5527,
         11311, 47950,   526,   220, 50256,     1, 20459,  5422,  1254,   318,
          2835,   290,  1336,    12, 45190,   351,   257, 15497,    11, 15497,
           706,    83,  4594,    13, 16374,   329, 26296, 16759,    11,  2266,
          6174,    11,   290, 30490, 13701,   526,   220, 50256, 50257]],
       device='cuda:0')"," [prompt] Grapurosso Cabernet Sauvigoz 2015 [response] [category_1] ""Red Wine"" [category_2] ""Cabernet Sauvignon"" [origin] "" from Chile"" [description] ""Deep, bright ruby-red with a lively aroma. Rich and complex flavors with fresh fruit, fresh herbs, and sweet spices. An easy drinking wine that is a great match for grilled and roasted meats, game, and rich chocolate desserts."" ""Its mouth feel is round and full-bodied with a pleasant, pleasant aftertaste. Perfect for pasta dishes, red meat, and roasted vegetables."" ",None
12,La Felbyades Batrelo Genecorie Semilo Blanco 2013,"tensor([[50257,   220, 50258,  4689, 13937,  1525,  2367,  6577,  2411,    78,
          5215,   721, 19257, 12449, 18526,  1086, 47699,  2211,   220, 50259,
           220, 50260,   366, 12256, 20447,     1,   220, 50261,   366,    38,
           918,  4891, 37544,     1,   220, 50262,   366,   422,  8602,     1,
           220, 50263,   366,  1212,  8237,   468,   257,  4077,   680,    12,
          6665,   290,   257,  1657, 10861, 37409,    13,   383, 35833, 21108,
           318, 38838,   290, 12658,   414,   351,  7226,  4710,   286,  4077,
         17180,   290, 35405,    13,   383, 44100,   318,  4713,   290, 15497,
           351,   922,  7408,   414,    13,   632,   468,   257,   922,  4645,
           290,   257, 15497,  5461,    13,   770,  8237,   460,   307, 10785,
           355,   281,   257,   525,   270,   361,    11,   393,   351,  1657,
          9013,   884,   355,  5916,    11,  7582, 11084,    11,  2330, 32219,
           290, 20236, 16759,   526,   220, 50256, 50257]], device='cuda:0')"," [prompt] La Felbyades Batrelo Genecorie Semilo Blanco 2013 [response] [category_1] ""White Wine"" [category_2] ""Grenache Blanc"" [origin] "" from Spain"" [description] ""This wine has a greenish- heads and a light golden hue. The bouquet is floral and fruity with typical notes of green apple and citrus. The palate is fresh and pleasant with good acidity. It has a good structure and a pleasant finish. This wine can be drunk as an aperitif, or with light foods such as fish, shellfish, white meats and vegetable dishes."" ",None
13,Junzos Proos Toso Suttenleve 2014,"tensor([[50257,   220, 50258,  7653, 37925,  1041,   418,   309, 28213, 45220,
          1452,   293,   303,  1946,   220, 50259,   220, 50260,   366,  7738,
         20447,     1,   220, 50261,   366,  6395,  2297,  1086,  2412,     1,
           220, 50262,   366,   422,  1623,   354,   363,  6413,  6916,    11,
         12281,   417,  6916,    11, 17456,     1,   220, 50263,   366,   464,
          8237, 11298,   281,  8157,  2266,  3124,   351, 45725, 23755,    13,
           317,   398,   292,   389,  5527,    11,   351, 29036,  8234, 19731,
           292,   290, 20269,   286, 12734,   290, 27952,    13,   632,   318,
          2705,   290,   802,   293,    11,   351,  2835,    11,  3313,  2584,
           256,  1236,  1040,   290,   257,   880,    12, 27753,  7408,   414,
           526,   220, 50256, 50257]], device='cuda:0')"," [prompt] Junzos Proos Toso Suttenleve 2014 [response] [category_1] ""Red Wine"" [category_2] ""Other Red Blends"" [origin] "" from Colchagua Valley, Rapel Valley, Chile"" [description] ""The wine displays an intense red color with violet tones. Aromas are rich, with ripe fruit aromas and hints of flowers and spices. It is soft and supple, with round, silky tannins and a well-balanced acidity."" ",None
14,Lyano Bavia Selecanola 1999,"tensor([[50257,   220, 50258,  7653, 37925,  1041,   418,   309, 28213, 45220,
          1452,   293,   303,  1946,   220, 50259,   220, 50260,   366,  7738,
         20447,     1,   220, 50261,   366,  6395,  2297,  1086,  2412,     1,
           220, 50262,   366,   422,  1623,   354,   363,  6413,  6916,    11,
         12281,   417,  6916,    11, 17456,     1,   220, 50263,   366,   464,
          8237, 11298,   281,  8157,  2266,  3124,   351, 45725, 23755,    13,
           317,   398,   292,   389,  5527,    11,   351, 29036,  8234, 19731,
           292,   290, 20269,   286, 12734,   290, 27952,    13,   632,   318,
          2705,   290,   802,   293,    11,   351,  2835,    11,  3313,  2584,
           256,  1236,  1040,   290,   257,   880,    12, 27753,  7408,   414,
           526,   220, 50256, 50257]], device='cuda:0')",crashed,"CUDA error: CUBLAS_STATUS_EXECUTION_FAILED when calling `cublasGemmEx( handle, opa, opb, m, n, k, &falpha, a, CUDA_R_16F, lda, b, CUDA_R_16F, ldb, &fbeta, c, CUDA_R_16F, ldc, CUDA_R_32F, CUBLAS_GEMM_DFALT_TENSOR_OP)`"
15,Ctos du Chella Le Gradet) Reservo Sppo 2003,"tensor([[50257,   220, 50258, 43166,   418,  7043,  2580,  8466,  1004, 17701,
           316,     8, 40425,    78,   311, 16634,  5816,   220, 50259,   220,
         50260,   366,  7738, 20447,     1,   220, 50261,   366,  6395,  2297,
          1086,  2412,     1,   220, 50262,   366,   422,  8602,     1,   220,
         50263, 37227,   464,  5816,  1004, 17701,   316,    11,   543,   373,
          9722,   329,  1105,  1933,   287,  4141, 26210,    11,   468,   281,
         10966, 43506,    12,   445,  3124,    13,   632,  4394, 10966, 19731,
           292,   286,  2042, 20853,    11, 36973,    11, 21382,  1678,    11,
          3476,   273,   501,    11,  2042, 13385,    11,   290, 27805,    13,
          1550,   262, 44100,    11,   340,   318,  2835,    11,   351, 10768,
           284,  1029,    12, 42142,    11,  6029,    11, 29036,   256,  1236,
           259,    11,   922,  7408,   414,    11,   290,   922,  4129,    13,
           632,   481,  4144,   880,   329,   362,    12,    18,   812,   526,
         26793,    54,   500, 40209,     1,   220, 50256, 50257]],
       device='cuda:0')"," [prompt] Ctos du Chella Le Gradet) Reservo Sppo 2003 [response] [category_1] ""Red Wine"" [category_2] ""Other Red Blends"" [origin] "" from Spain"" [description] """"""The 2003 Le Gradet, which was aged for 12 months in French oak, has an attractive ruby-red color. It offers attractive aromas of blackberries, strawberries, cherries, licorice, black pepper, and toast. On the palate, it is round, with moderate to high-alcohol, sweet, ripe tannin, good acidity, and good length. It will drink well for 2-3 years.""""-Wine Advocate"" ",None
16,Contalica di Nomivora Vieilla Senilo Nicelto 2008,"tensor([[50257,   220, 50258,  2345,   282,  3970,  2566, 21198,   452,  5799,
         47154,  5049,  2311, 18526,  8377,   417,  1462,  3648,   220, 50259,
           220, 50260,   366,  7738, 20447,     1,   220, 50261,   366,  6395,
          2297,  1086,  2412,     1,   220, 50262,   366,   422,  8031,     1,
          2989,  1377,    50,  7340,    38,  6465,  1961, 11895,  3727,  8147,
          4663, 20754,    25,   220,  2345,   282,  3970,   318,   257,  2818,
          2872,   329, 19517, 16759,    11, 34240, 32219,    11,   983,    11,
          2266,  6174, 16759,   351, 24240, 10746,   290, 30490, 13701,   526,
           220, 50256,   220, 50256,   220, 50256,   220, 50256,    11,  7212,
           412,  1754,    72,    11,  7178, 32174,     1,   220, 50256,   220,
         50256, 50257]], device='cuda:0')"," [prompt] Contalica di Nomivora Vieilla Senilo Nicelto 2008 [response] [category_1] ""Red Wine"" [category_2] ""Other Red Blends"" [origin] "" from Italy"" search --SUGGESTED FOOD PAIRINGS:  Contalica is a perfect match for Mediterranean dishes, grilled meats, game, red meat dishes with tomato sauce and roasted vegetables.""   , Joseph Eleri, Winemaker""  ",None
17,Dolaa Sanno Sigcapha Labiarg Caseleca Dareno 2011,"tensor([[50257,   220, 50258,   360,  5708,    64,   311,  1236,    78, 21984,
         11128,  3099,  3498,    72,   853,  8913,   293,  6888, 45981,  3919,
          2813,   220, 50259,   220, 50260,   366,  7738, 20447,     1,   220,
         50261,   366,  6395,  2297,  1086,  2412,     1,   220, 50262,   366,
           422, 49301,    11,  8031,     1,   220, 50263,   366,  5317,  1072,
         43506,  2266,  3124,   351, 45725, 35066,    13,  3998,    11,  8157,
           290,  8157, 19731,   292,    11,   351, 20269,   286,  2042,  8234,
           290, 27952,    11,  1978,   351, 15497, 26210,    13,  3894,    12,
         27753,   290,  8157,   319,   262, 44100,    11,   880,    12,  7249,
          1522,    11,   351,  7209,   290,   880,    12, 27753,   256,  1236,
          1040,    11,   290,   890,  5461,    13,   366,   220, 50256, 50257]],
       device='cuda:0')"," [prompt] Dolaa Sanno Sigcapha Labiarg Caseleca Dareno 2011 [response] [category_1] ""Red Wine"" [category_2] ""Other Red Blends"" [origin] "" from Sicily, Italy"" [description] ""Intense ruby red color with violet reflections. Rich, intense and intense aromas, with hints of black fruit and spices, together with pleasant oak. Well-balanced and intense on the palate, well-structured, with smooth and well-balanced tannins, and long finish. "" ",None
18,Rancha Car Brut Bontitino 2003,"tensor([[50257,   220, 50258,   360,  5708,    64,   311,  1236,    78, 21984,
         11128,  3099,  3498,    72,   853,  8913,   293,  6888, 45981,  3919,
          2813,   220, 50259,   220, 50260,   366,  7738, 20447,     1,   220,
         50261,   366,  6395,  2297,  1086,  2412,     1,   220, 50262,   366,
           422, 49301,    11,  8031,     1,   220, 50263,   366,  5317,  1072,
         43506,  2266,  3124,   351, 45725, 35066,    13,  3998,    11,  8157,
           290,  8157, 19731,   292,    11,   351, 20269,   286,  2042,  8234,
           290, 27952,    11,  1978,   351, 15497, 26210,    13,  3894,    12,
         27753,   290,  8157,   319,   262, 44100,    11,   880,    12,  7249,
          1522,    11,   351,  7209,   290,   880,    12, 27753,   256,  1236,
          1040,    11,   290,   890,  5461,    13,   366,   220, 50256, 50257]],
       device='cuda:0')",crashed,"CUDA error: CUBLAS_STATUS_EXECUTION_FAILED when calling `cublasGemmEx( handle, opa, opb, m, n, k, &falpha, a, CUDA_R_16F, lda, b, CUDA_R_16F, ldb, &fbeta, c, CUDA_R_16F, ldc, CUDA_R_32F, CUBLAS_GEMM_DFALT_TENSOR_OP)`"
19,Paguero Temrra 2013,"tensor([[50257,   220, 50258,   360,  5708,    64,   311,  1236,    78, 21984,
         11128,  3099,  3498,    72,   853,  8913,   293,  6888, 45981,  3919,
          2813,   220, 50259,   220, 50260,   366,  7738, 20447,     1,   220,
         50261,   366,  6395,  2297,  1086,  2412,     1,   220, 50262,   366,
           422, 49301,    11,  8031,     1,   220, 50263,   366,  5317,  1072,
         43506,  2266,  3124,   351, 45725, 35066,    13,  3998,    11,  8157,
           290,  8157, 19731,   292,    11,   351, 20269,   286,  2042,  8234,
           290, 27952,    11,  1978,   351, 15497, 26210,    13,  3894,    12,
         27753,   290,  8157,   319,   262, 44100,    11,   880,    12,  7249,
          1522,    11,   351,  7209,   290,   880,    12, 27753,   256,  1236,
          1040,    11,   290,   890,  5461,    13,   366,   220, 50256, 50257]],
       device='cuda:0')",crashed,"CUDA error: CUBLAS_STATUS_EXECUTION_FAILED when calling `cublasGemmEx( handle, opa, opb, m, n, k, &falpha, a, CUDA_R_16F, lda, b, CUDA_R_16F, ldb, &fbeta, c, CUDA_R_16F, ldc, CUDA_R_32F, CUBLAS_GEMM_DFALT_TENSOR_OP)`"
20,Rebeid Oldbello 2010,"tensor([[50257,   220, 50258,   360,  5708,    64,   311,  1236,    78, 21984,
         11128,  3099,  3498,    72,   853,  8913,   293,  6888, 45981,  3919,
          2813,   220, 50259,   220, 50260,   366,  7738, 20447,     1,   220,
         50261,   366,  6395,  2297,  1086,  2412,     1,   220, 50262,   366,
           422, 49301,    11,  8031,     1,   220, 50263,   366,  5317,  1072,
         43506,  2266,  3124,   351, 45725, 35066,    13,  3998,    11,  8157,
           290,  8157, 19731,   292,    11,   351, 20269,   286,  2042,  8234,
           290, 27952,    11,  1978,   351, 15497, 26210,    13,  3894,    12,
         27753,   290,  8157,   319,   262, 44100,    11,   880,    12,  7249,
          1522,    11,   351,  7209,   290,   880,    12, 27753,   256,  1236,
          1040,    11,   290,   890,  5461,    13,   366,   220, 50256, 50257]],
       device='cuda:0')",crashed,"CUDA error: CUBLAS_STATUS_EXECUTION_FAILED when calling `cublasGemmEx( handle, opa, opb, m, n, k, &falpha, a, CUDA_R_16F, lda, b, CUDA_R_16F, ldb, &fbeta, c, CUDA_R_16F, ldc, CUDA_R_32F, CUBLAS_GEMM_DFALT_TENSOR_OP)`"
21,Domaine Fosse Serlefierre Cuveep Brut Grand-Bonojalle Saret Rose 2015,"tensor([[50257,   220, 50258,  9666,  5718,   376,   418,   325,  2930,   293,
            69, 31058, 14496,   303,   538, 30291,  5675,    12, 20682, 13210,
          6765,   311,  8984,  8049,  1853,   220, 50259,   220, 50260,   366,
          4561,   668,  1359,  1222, 29260, 21080,     1,   220, 50261,   366,
            53, 14630, 17732,  1359, 20447,     1,   220, 50262,   366,   422,
         29260, 21080, 29667,    11,   575, 14057,  3418,    11,  3442,     1,
           220, 50263,   366,   464,  1853, 20276,   286, 14496,    85, 22161,
           311,  8984,  8049,   318,   257, 21266,    11,  5527,  8237,   351,
         47460, 19731,   292,   286,   256,  2564,   500,    11, 30777, 34711,
            11,  2330, 33643,    70, 13484, 34711,    11,   290, 30777, 34711,
           374,   521,    13, 33026,   669, 10162, 19731,   292,   351, 28734,
            11,  5527,    11,  2835,  5422, 36410,   290, 17361,   286, 25286,
            11, 17180,    11,   290,   257,  9254,   286, 25721,   351, 12974,
          7408,   414,    13,   383,  5461,   318,  2705,   290,  2835,   351,
         28528, 17361,   286, 12498,   290, 25721,    13,   383,  8237,   318,
         21104, 12974,   290, 14729,   880,   351, 30490,  5916,    11,  7582,
         11084,    11, 32202,    11,   537,  4105,    11,   290, 27892, 50134,
           526,   220, 50256, 50257]], device='cuda:0')"," [prompt] Domaine Fosse Serlefierre Cuveep Brut Grand-Bonojalle Saret Rose 2015 [response] [category_1] ""Sparkling & Champagne"" [category_2] ""Vintage Sparkling Wine"" [origin] "" from Champagne Osborne, Yolo County, California"" [description] ""The 2015 vintage of Cuvée Saret Rose is a vibrant, rich wine with enticing aromas of tangerine, grapefruit, whiteρgrapefruit, and grapefruit rind. Flavors mirror aromas withtted, rich, round mouthfeel and flavors of pear, apple, and a hint of spice with balanced acidity. The finish is soft and round with lingering flavors of honey and spice. The wine is beautifully balanced and pairs well with roasted fish, shellfish, crab, clams, and creamy sauces."" ",None
22,Capperots Beaujaly Arbent 2011,"tensor([[50257,   220, 50258,  9666,  5718,   376,   418,   325,  2930,   293,
            69, 31058, 14496,   303,   538, 30291,  5675,    12, 20682, 13210,
          6765,   311,  8984,  8049,  1853,   220, 50259,   220, 50260,   366,
          4561,   668,  1359,  1222, 29260, 21080,     1,   220, 50261,   366,
            53, 14630, 17732,  1359, 20447,     1,   220, 50262,   366,   422,
         29260, 21080, 29667,    11,   575, 14057,  3418,    11,  3442,     1,
           220, 50263,   366,   464,  1853, 20276,   286, 14496,    85, 22161,
           311,  8984,  8049,   318,   257, 21266,    11,  5527,  8237,   351,
         47460, 19731,   292,   286,   256,  2564,   500,    11, 30777, 34711,
            11,  2330, 33643,    70, 13484, 34711,    11,   290, 30777, 34711,
           374,   521,    13, 33026,   669, 10162, 19731,   292,   351, 28734,
            11,  5527,    11,  2835,  5422, 36410,   290, 17361,   286, 25286,
            11, 17180,    11,   290,   257,  9254,   286, 25721,   351, 12974,
          7408,   414,    13,   383,  5461,   318,  2705,   290,  2835,   351,
         28528, 17361,   286, 12498,   290, 25721,    13,   383,  8237,   318,
         21104, 12974,   290, 14729,   880,   351, 30490,  5916,    11,  7582,
         11084,    11, 32202,    11,   537,  4105,    11,   290, 27892, 50134,
           526,   220, 50256, 50257]], device='cuda:0')",crashed,"CUDA error: CUBLAS_STATUS_EXECUTION_FAILED when calling `cublasGemmEx( handle, opa, opb, m, n, k, &falpha, a, CUDA_R_16F, lda, b, CUDA_R_16F, ldb, &fbeta, c, CUDA_R_16F, ldc, CUDA_R_32F, CUBLAS_GEMM_DFALT_TENSOR_OP)`"
23,Moagoef Rom Rose Galrama Estate Castelle MelbarNio 2008,"tensor([[50257,   220, 50258,  4270,  3839,   891,  3570,  8049,  5027, 20058,
         23015,  5833, 13485,  5616,  5657,    45,   952,  3648,   220, 50259,
           220, 50260,   366,  4561,   668,  1359,  1222, 29260, 21080,     1,
           220, 50261,   366, 35740,  2634, 17732,  1359, 20447,     1,   220,
         50262,   366,   422,  8602,     1,   220, 50263,   366, 41267,  7872,
           287,  3124,    11,   351,  1278, 29503,   286,  1657, 24535,    13,
           383,  9686,   318, 38084,   351,  2266,  8234, 19731,   292,   290,
         26880,  4710,    13,   383,  5422, 36410,   318,  2835,   290,  2835,
           351,  4713,  7408,   414,   290,   922,  1767,    13,   317,   880,
            12, 27753,  8237,   351,   257,   890,  5461,   526,   220, 50256,
         50257]], device='cuda:0')"," [prompt] Moagoef Rom Rose Galrama Estate Castelle MelbarNio 2008 [response] [category_1] ""Sparkling & Champagne"" [category_2] ""Rosé Sparkling Wine"" [origin] "" from Spain"" [description] ""Bright yellow in color, with glints of light salmon. The nose is expressive with red fruit aromas and spicy notes. The mouthfeel is round and round with fresh acidity and good body. A well-balanced wine with a long finish."" ",None
24,Gefinato-Saldo Querto 2018,"tensor([[50257,   220, 50258,  4270,  3839,   891,  3570,  8049,  5027, 20058,
         23015,  5833, 13485,  5616,  5657,    45,   952,  3648,   220, 50259,
           220, 50260,   366,  4561,   668,  1359,  1222, 29260, 21080,     1,
           220, 50261,   366, 35740,  2634, 17732,  1359, 20447,     1,   220,
         50262,   366,   422,  8602,     1,   220, 50263,   366, 41267,  7872,
           287,  3124,    11,   351,  1278, 29503,   286,  1657, 24535,    13,
           383,  9686,   318, 38084,   351,  2266,  8234, 19731,   292,   290,
         26880,  4710,    13,   383,  5422, 36410,   318,  2835,   290,  2835,
           351,  4713,  7408,   414,   290,   922,  1767,    13,   317,   880,
            12, 27753,  8237,   351,   257,   890,  5461,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,"CUDA error: CUBLAS_STATUS_EXECUTION_FAILED when calling `cublasGemmEx( handle, opa, opb, m, n, k, &falpha, a, CUDA_R_16F, lda, b, CUDA_R_16F, ldb, &fbeta, c, CUDA_R_16F, ldc, CUDA_R_32F, CUBLAS_GEMM_DFALT_TENSOR_OP)`"
25,Anturion Pinot Blanc 2016,"tensor([[50257,   220, 50258,  4270,  3839,   891,  3570,  8049,  5027, 20058,
         23015,  5833, 13485,  5616,  5657,    45,   952,  3648,   220, 50259,
           220, 50260,   366,  4561,   668,  1359,  1222, 29260, 21080,     1,
           220, 50261,   366, 35740,  2634, 17732,  1359, 20447,     1,   220,
         50262,   366,   422,  8602,     1,   220, 50263,   366, 41267,  7872,
           287,  3124,    11,   351,  1278, 29503,   286,  1657, 24535,    13,
           383,  9686,   318, 38084,   351,  2266,  8234, 19731,   292,   290,
         26880,  4710,    13,   383,  5422, 36410,   318,  2835,   290,  2835,
           351,  4713,  7408,   414,   290,   922,  1767,    13,   317,   880,
            12, 27753,  8237,   351,   257,   890,  5461,   526,   220, 50256,
         50257]], device='cuda:0')",crashed,"CUDA error: CUBLAS_STATUS_EXECUTION_FAILED when calling `cublasGemmEx( handle, opa, opb, m, n, k, &falpha, a, CUDA_R_16F, lda, b, CUDA_R_16F, ldb, &fbeta, c, CUDA_R_16F, ldc, CUDA_R_32F, CUBLAS_GEMM_DFALT_TENSOR_OP)`"
26,Amoneto Chable-Caberret Sauvignon 2012,"tensor([[50257,   220, 50258, 42109, 27206,   609,   540,    12,    34, 27359,
          1186, 23167,    85,   570,   261,  2321,   220, 50259,   220, 50260,
           366, 12256, 20447,     1,   220, 50261,   366,    50,   559,    85,
           570,   261, 37544,     1,   220, 50262,   366,   422,  6706,   557,
            11,  4881,     1,   220, 50263,   366,    47,  1000,  7872,   351,
          1657,  4077, 35066,    13,   383, 19731,   292,  2897, 37246,  8396,
           290,  2330, 30777, 34711,   351,  4710,   286, 18352,   290, 19690,
          8234,    13,  1550,   262, 44100,   262,  8237,   318,  2835,   290,
         12658,   414,   351, 17361,   286,  2330, 47565,    11, 30777, 34711,
            11,   290,   479, 14246,    72,   526,   220, 50256,    13,   220,
         50256, 50257]], device='cuda:0')"," [prompt] Amoneto Chable-Caberret Sauvignon 2012 [response] [category_1] ""White Wine"" [category_2] ""Sauvignon Blanc"" [origin] "" from Loire, France"" [description] ""Pale yellow with light green reflections. The aromas offer gooseberry and white grapefruit with notes of mineral and tropical fruit. On the palate the wine is round and fruity with flavors of white peach, grapefruit, and kiwi."". ",None
27,Seprin Cellars Wine Lan Casettarp Sainta Doou Cabernet Sauvignon 2012,"tensor([[50257,   220, 50258,  8621, 12769, 12440,   945, 20447, 14730, 11294,
          3087,  5117,  9281,    64,  2141,   280, 15976,  1142,   316, 23167,
            85,   570,   261,  2321,   220, 50259,   220, 50260,   366,  7738,
         20447,     1,   220, 50261,   366,    34,   397,  1142,   316, 23167,
            85,   570,   261,     1,   220, 50262,   366,   422, 17456,     1,
           220, 50263,   366,   464,  9686, 10069,  2266,   290,  2042, 15921,
           884,   355,  2042, 20853,    11, 21382,  1678,    11,  2042, 22019,
         15087,    11,  4171, 20853,   290,  4171, 20853,    13,   383, 44100,
           318,  4713,   290,   802,   293,   351,  2835,    11,   880,    12,
         27753,   256,  1236,  1040,   290,   922,  7408,   414,   526,   220,
         50256, 50257]], device='cuda:0')"," [prompt] Seprin Cellars Wine Lan Casettarp Sainta Doou Cabernet Sauvignon 2012 [response] [category_1] ""Red Wine"" [category_2] ""Cabernet Sauvignon"" [origin] "" from Chile"" [description] ""The nose reveals red and black fruits such as blackberries, cherries, blackcurrants, blueberries and blueberries. The palate is fresh and supple with round, well-balanced tannins and good acidity."" ",None
28,Dancofa Cabernet Mougnoine Cuvee Bacher' Rouge Rose (Villfles 2014,"tensor([[50257,   220, 50258,  6035,  1073, 13331, 15976,  1142,   316,   337,
         20805,  3919,   500, 14496,   303,    68,   347,  3493,     6, 27478,
          8049,   357, 42074,    69,   829,  1946,   220, 50259,   220, 50260,
           366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,  2634,
           220, 50262,   366,   422, 21435, 45459,    11,  4881,     1,   220,
         50263,   366,   464, 19731,   292,   286,   262,  8237,   389, 31146,
         12658,   414,   290,   880,    12, 27753,   351, 19731,   292,   286,
          2330, 12734,   290,   257,  9254,   286, 18352, 19731,   292,    13,
           383,  8237,   318,  1336,    12, 45190,   290,   880,    12, 39262,
           351,   281,  4457,   890,   290, 12658,   414,  5461,    13,   220,
         50257]], device='cuda:0')"," [prompt] Dancofa Cabernet Mougnoine Cuvee Bacher' Rouge Rose (Villfles 2014 [response] [category_1] ""Pink and Rosé"" [category_2] Rosé [origin] "" from Burgundy, France"" [description] ""The aromas of the wine are intensely fruity and well-balanced with aromas of white flowers and a hint of mineral aromas. The wine is full-bodied and well-rounded with an extremely long and fruity finish. ",None
29,Weechs Sarvar Hill Pinot Noir 2014,"tensor([[50257,   220, 50258,  6035,  1073, 13331, 15976,  1142,   316,   337,
         20805,  3919,   500, 14496,   303,    68,   347,  3493,     6, 27478,
          8049,   357, 42074,    69,   829,  1946,   220, 50259,   220, 50260,
           366, 41912,   290, 10018,  2634,     1,   220, 50261, 10018,  2634,
           220, 50262,   366,   422, 21435, 45459,    11,  4881,     1,   220,
         50263,   366,   464, 19731,   292,   286,   262,  8237,   389, 31146,
         12658,   414,   290,   880,    12, 27753,   351, 19731,   292,   286,
          2330, 12734,   290,   257,  9254,   286, 18352, 19731,   292,    13,
           383,  8237,   318,  1336,    12, 45190,   290,   880,    12, 39262,
           351,   281,  4457,   890,   290, 12658,   414,  5461,    13,   220,
         50257]], device='cuda:0')",crashed,"CUDA error: CUBLAS_STATUS_EXECUTION_FAILED when calling `cublasGemmEx( handle, opa, opb, m, n, k, &falpha, a, CUDA_R_16F, lda, b, CUDA_R_16F, ldb, &fbeta, c, CUDA_R_16F, ldc, CUDA_R_32F, CUBLAS_GEMM_DFALT_TENSOR_OP)`"
30,Clos de lizyg's Resad Barbachies 2008,"tensor([[50257,   220, 50258,  1012,   418,   390,   300,   528, 35641,   338,
          1874,   324, 10593,   620,   444,  3648,   220, 50259,   220, 50260,
           366,  7738, 20447,     1,   220, 50261,   366, 28348,   313, 36961,
             1,   220, 50262,   366,   422, 10593,  3565,  1073,    11,   350,
           798,  8691,    11,  8031,     1,   220, 50263,   366, 16371,  8157,
         43506,  2266,  3124,    13,   412,  1455,   415,   290, 12658,   414,
           319,   262,  9686,   351,  3716,  4710,   286,  2042, 21382,  1678,
            11,   458,  5700,   290,  2042, 20853,    13,   383,  6938,   318,
          7209,    11,  2835,   290,  1336,   286,  2095,   351,   880,    12,
         27753,  7408,   414,    13,   220,   770,  8237,   318,   880,    12,
         31409,   351,  2266,  6174,    11,  9891,   290, 26880, 19517,  2057,
           526,   220, 50256, 50257]], device='cuda:0')"," [prompt] Clos de lizyg's Resad Barbachies 2008 [response] [category_1] ""Red Wine"" [category_2] ""Pinot Noir"" [origin] "" from Barbaresco, Piedmont, Italy"" [description] ""Very intense ruby red color. Elegant and fruity on the nose with complex notes of black cherries, plums and blackberries. The taste is smooth, round and full of character with well-balanced acidity.  This wine is well-matched with red meat, cheese and spicy Mediterranean food."" ",None
